상가업소번호,상호명,지점명,상권업종대분류코드,상권업종대분류명,상권업종중분류코드,상권업종중분류명,상권업종소분류코드,상권업종소분류명,표준산업분류코드,표준산업분류명,시도코드,시도명,시군구코드,시군구명,행정동코드,행정동명,법정동코드,법정동명,지번코드,대지구분코드,대지구분명,지번본번지,지번부번지,지번주소,도로명코드,도로명,건물본번지,건물부번지,건물관리번호,건물명,도로명주소,구우편번호,신우편번호,동정보,층정보,호정보,경도,위도
MA010120220805503868,채플린,,I2,음식,I211,주점,I21101,일반 유흥 주점,I56211,일반 유흥 주점업,48,경상남도,48125,창원시 마산합포구,48125630,오동동,4812513700,오동동,4.81251E+18,1,대지,165,31,경상남도 창원시 마산합포구 오동동 165-31,4.81255E+11,경상남도 창원시 마산합포구 문화의길,56,null,4.81251E+24,,경상남도 창원시 마산합포구 문화의길 56,631860,51727,,null,,128.5771884,35.20710424
MA010120220805504102,욜로PC,,R1,예술·스포츠,R104,유원지·오락,R10406,PC방,R91222,컴퓨터 게임방 운영업,48,경상남도,48890,합천군,48890250,합천읍,4889025021,합천읍,4.88903E+18,1,대지,661,2,경상남도 합천군 합천읍 합천리 661-2,4.88903E+11,경상남도 합천군 합천읍 동서로,83,1,4.88903E+24,,경상남도 합천군 합천읍 동서로 83-1,678804,50233,,3,,128.1616268,35.56706061
MA010120220805504179,마루부동산공인중개사사무소,,L1,부동산,L102,부동산 서비스,L10203,부동산 중개/대리업,L68221,부동산 중개 및 대리업,48,경상남도,48123,창원시 성산구,48123515,용지동,4812313600,신월동,4.81231E+18,1,대지,90,4,경상남도 창원시 성산구 신월동 90-4,4.81233E+11,경상남도 창원시 성산구 동산로,143,null,4.81211E+24,신월주공복합상가,경상남도 창원시 성산구 동산로 143,641838,51446,,null,,128.6920554,35.22101499
MA010120220805504924,안나의부엌,,G2,소매,G205,식료품 소매,G20509,반찬/식료품 소매업,G47218,조리 반찬류 소매업,48,경상남도,48250,김해시,48250630,장유3동,4825013100,율하동,4.82501E+18,1,대지,1364,2,경상남도 김해시 율하동 1364-2,4.82503E+11,경상남도 김해시 율하2로,128,null,4.82503E+24,,경상남도 김해시 율하2로 128,621320,51017,,null,,128.8146848,35.16899783
MA010120220805504055,스터디카페스터디고진주,,R1,예술·스포츠,R102,도서관·사적지,R10202,독서실/스터디 카페,L68112,비주거용 건물 임대업,48,경상남도,48170,진주시,48170673,상대동,4817011900,상대동,4.81701E+18,1,대지,300,83,경상남도 진주시 상대동 300-83,4.81705E+11,경상남도 진주시 돗골로123번길,4,null,4.81701E+24,,경상남도 진주시 돗골로123번길 4,660805,52796,,null,,128.1120852,35.17923038
MA010120220805504302,정커피,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,48,경상남도,48250,김해시,48250540,내외동,4825010900,외동,4.82501E+18,1,대지,1184,1,경상남도 김해시 외동 1184-1,4.82503E+11,경상남도 김해시 내외로,14,null,4.82501E+24,,경상남도 김해시 내외로 14,621919,50955,,1,,128.8588189,35.23616304
MA010120220805503806,수달분식,,I2,음식,I210,기타 간이,I21007,김밥/만두/분식,I56194,김밥 및 기타 간이 음식점업,48,경상남도,48129,창원시 진해구,48129630,웅천동,4812915400,명동,4.81292E+18,1,대지,92,null,경상남도 창원시 진해구 명동 92,4.81295E+11,경상남도 창원시 진해구 명제로324번길,29,null,4.81292E+24,거성횟집,경상남도 창원시 진해구 명제로324번길 29,645803,51616,,1,,128.7306872,35.09442698
MA010120220805503897,바디앤풋,,S2,수리·개인,S207,이용·미용,S20702,피부 관리실,S96129,체형 등 기타 신체 관리 서비스업,48,경상남도,48250,김해시,48250550,북부동,4825010700,삼계동,4.82501E+18,1,대지,1487,5,경상남도 김해시 삼계동 1487-5,4.82505E+11,경상남도 김해시 해반천로144번길,40,null,4.82501E+24,,경상남도 김해시 해반천로144번길 40,621070,50901,,null,,128.8716449,35.26123833
MA010120220805504732,정원,,I2,음식,I201,한식,I20101,백반/한정식,I56111,한식 일반 음식점업,48,경상남도,48250,김해시,48250580,활천동,4825011800,어방동,4.82501E+18,1,대지,710,null,경상남도 김해시 어방동 710,4.82503E+11,경상남도 김해시 활천로,173,null,4.82501E+24,어방동원상가비동,경상남도 김해시 활천로 173,621916,50838,,null,,128.8998906,35.24049783
MA010120220805504224,웅구탄,,G2,소매,G205,식료품 소매,G20509,반찬/식료품 소매업,G47219,기타 식료품 소매업,48,경상남도,48250,김해시,48250510,동상동,4825010100,동상동,4.82501E+18,1,대지,969,2,경상남도 김해시 동상동 969-2,4.82505E+11,경상남도 김해시 호계로499번길,5,null,4.82501E+24,,경상남도 김해시 호계로499번길 5,621020,50915,,2,,128.8838337,35.23500045
MA010120220805503903,소면돼지,,I2,음식,I201,한식,I20107,돼지고기 구이/찜,I56113,한식 육류 요리 전문점,48,경상남도,48170,진주시,48170565,중앙동,4817011800,옥봉동,4.81701E+18,1,대지,796,1,경상남도 진주시 옥봉동 796-1,4.81703E+11,경상남도 진주시 진양호로,622,null,4.81701E+24,,경상남도 진주시 진양호로 622,660980,52757,,1,,128.0918649,35.19221011
MA010120220805504277,펭수텔레콤,,G2,소매,G208,가전·통신 소매,G20802,핸드폰 소매업,G47312,통신기기 소매업,48,경상남도,48220,통영시,48220590,정량동,4822010900,정량동,4.82201E+18,1,대지,1158,57,경상남도 통영시 정량동 1158-57,4.82205E+11,경상남도 통영시 정동1길,20,null,4.82201E+24,영남수출포장,경상남도 통영시 정동1길 20,650806,53050,,null,,128.4312101,34.84530895
MA010120220805504336,대성식당,,I2,음식,I201,한식,I20101,백반/한정식,I56111,한식 일반 음식점업,48,경상남도,48250,김해시,48250340,한림면,4825034028,한림면,4.82503E+18,1,대지,1253,40,경상남도 김해시 한림면 장방리 1253-40,4.82503E+11,경상남도 김해시 한림면 한림로,370,5,4.82503E+24,,경상남도 김해시 한림면 한림로 370-5,621874,50848,,1,,128.8031474,35.32055542
MA010120220805504754,찜,,G2,소매,G209,섬유·의복·신발 소매,G20902,여성 의류 소매업,G47412,여자용 겉옷 소매업,48,경상남도,48330,양산시,48330253,물금읍,4833025323,물금읍,4.83303E+18,1,대지,1270,11,경상남도 양산시 물금읍 가촌리 1270-11,4.83303E+11,경상남도 양산시 물금읍 야리로,23,null,4.83303E+24,강남프라자,경상남도 양산시 물금읍 야리로 23,626814,50613,,null,,129.0013566,35.31730973
MA010120220805503733,펫피아24,,G2,소매,G220,애완동물·용품 소매,G22001,애완동물/애완용품 소매업,G47852,애완용 동물 및 관련용품 소매업,48,경상남도,48330,양산시,48330310,동면,4833031026,동면,4.83303E+18,1,대지,1458,32,경상남도 양산시 동면 석산리 1458-32,4.83305E+11,경상남도 양산시 동면 금오2길,79,null,4.83303E+24,,경상남도 양산시 동면 금오2길 79,626821,50639,,1,,129.0250875,35.31545235
MA010120220805503371,신라미용실,,S2,수리·개인,S207,이용·미용,S20701,미용실,S96112,두발 미용업,48,경상남도,48170,진주시,48170720,이현동,4817012700,이현동,4.81701E+18,1,대지,12,16,경상남도 진주시 이현동 12-16,4.81703E+11,경상남도 진주시 서장대로,257,null,4.81701E+24,,경상남도 진주시 서장대로 257,660982,52668,,null,,128.0612711,35.19162549
MA010120220805503305,외동슈퍼맨,,G2,소매,G204,종합 소매,G20404,슈퍼마켓,G47129,기타 음ㆍ식료품 위주 종합 소매업,48,경상남도,48123,창원시 성산구,48123520,중앙동,4812310400,외동,4.81231E+18,1,대지,853,16,경상남도 창원시 성산구 외동 853-16,4.81235E+11,경상남도 창원시 성산구 창원대로780번길,34,null,4.81231E+24,월드메르디앙이스턴애비뉴,경상남도 창원시 성산구 창원대로780번길 34,642030,51531,,1,,128.6751895,35.21385384
MA010120220805503678,썬더치킨도계,,I2,음식,I210,기타 간이,I21006,치킨,I56193,치킨 전문점,48,경상남도,48121,창원시 의창구,48121530,명곡동,4812110500,도계동,4.81211E+18,1,대지,349,1,경상남도 창원시 의창구 도계동 349-1,4.81215E+11,경상남도 창원시 의창구 도계로18번길,28,null,4.81211E+24,행운상가,경상남도 창원시 의창구 도계로18번길 28,641810,51166,,null,,128.6358944,35.25810969
MA010120220805502824,통영강구안꿀빵,,I2,음식,I210,기타 간이,I21001,빵/도넛,I56191,제과점업,48,경상남도,48220,통영시,48220550,중앙동,4822010400,항남동,4.82201E+18,1,대지,1,43,경상남도 통영시 항남동 1-43,4.82203E+11,경상남도 통영시 통영해안로,321,1,4.82201E+24,,경상남도 통영시 통영해안로 321-1,650060,53053,,2,,128.4234703,34.84356022
MA010120220805503145,보아노이치컴퍼니,,G2,소매,G209,섬유·의복·신발 소매,G20911,가방 소매업,G47440,가방 및 기타 가죽제품 소매업,48,경상남도,48170,진주시,48170515,천전동,4817010100,망경동,4.81701E+18,1,대지,435,20,경상남도 진주시 망경동 435-20,4.81705E+11,경상남도 진주시 망경남길36번길,2,null,4.81701E+24,,경상남도 진주시 망경남길36번길 2,660801,52714,,null,,128.0845619,35.18102856
MA010120220805502901,콩남울교실,,I2,음식,I201,한식,I20101,백반/한정식,I56111,한식 일반 음식점업,48,경상남도,48129,창원시 진해구,48129530,충무동,4812913100,화천동,4.81291E+18,1,대지,22,2,경상남도 창원시 진해구 화천동 22-2,4.81293E+11,경상남도 창원시 진해구 중원로,84,null,4.81291E+24,,경상남도 창원시 진해구 중원로 84,645230,51679,,null,,128.6602761,35.15171103
MA010120220805503694,더벤티,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,48,경상남도,48121,창원시 의창구,48121510,의창동,4812110400,소답동,4.81211E+18,1,대지,132,16,경상남도 창원시 의창구 소답동 132-16,4.81213E+11,경상남도 창원시 의창구 읍성로,81,null,4.81211E+24,봉화빌딩,경상남도 창원시 의창구 읍성로 81,641835,51198,,1,,128.6270137,35.26511492
MA010120220805502775,오샛담추어탕,,I2,음식,I201,한식,I20102,국/탕/찌개류,I56111,한식 일반 음식점업,48,경상남도,48240,사천시,48240250,사천읍,4824025021,사천읍,4.82403E+18,1,대지,649,4,경상남도 사천시 사천읍 선인리 649-4,4.82403E+11,경상남도 사천시 사천읍 동문로,63,null,4.82403E+24,,경상남도 사천시 사천읍 동문로 63,664803,52517,,null,,128.0970727,35.0835997
MA010120220805502973,세븐일레븐마산현동,,G2,소매,G204,종합 소매,G20405,편의점,G47122,체인화 편의점,48,경상남도,48125,창원시 마산합포구,48125510,현동,4812515900,현동,4.81252E+18,1,대지,376,null,경상남도 창원시 마산합포구 현동 376,4.81255E+11,경상남도 창원시 마산합포구 현동7길,32,null,4.81252E+24,,경상남도 창원시 마산합포구 현동7길 32,631270,51778,,1,,128.5542002,35.15034961
MA010120220805503354,"마켓,솔",,G2,소매,G209,섬유·의복·신발 소매,G20905,기타 의류 소매업,G47414,셔츠 및 블라우스 소매업,48,경상남도,48123,창원시 성산구,48123510,반송동,4812312400,반지동,4.81231E+18,1,대지,23,null,경상남도 창원시 성산구 반지동 23,4.81233E+11,경상남도 창원시 성산구 창원천로,292,null,4.81231E+24,반송대동아파트,경상남도 창원시 성산구 창원천로 292,642769,51423,,1,,128.6699095,35.24498192
MA010120220805503487,새남쪽나라횟집,,I2,음식,I201,한식,I20111,횟집,I56114,한식 해산물 요리 전문점,48,경상남도,48240,사천시,48240370,서포면,4824037030,서포면,4.82404E+18,1,대지,11,1,경상남도 사천시 서포면 비토리 11-1,4.82405E+11,경상남도 사천시 서포면 거북길,468,103,4.82404E+24,,경상남도 사천시 서포면 거북길 468-103,664822,52545,,null,,127.9772742,34.96586909
MA010120220805503548,21세기공인중개사사무소,,L1,부동산,L102,부동산 서비스,L10203,부동산 중개/대리업,L68221,부동산 중개 및 대리업,48,경상남도,48121,창원시 의창구,48121530,명곡동,4812112400,명서동,4.81211E+18,1,대지,199,8,경상남도 창원시 의창구 명서동 199-8,4.81215E+11,경상남도 창원시 의창구 창이대로113번길,6,null,4.81211E+24,장복빌딩,경상남도 창원시 의창구 창이대로113번길 6,641815,51388,,9,,128.6499771,35.24218806
MA010120220805503612,종근당건강헬스벨스토리김해,,G2,소매,G205,식료품 소매,G20508,건강보조식품 소매업,G47217,건강 보조식품 소매업,48,경상남도,48250,김해시,48250540,내외동,4825010900,외동,4.82501E+18,1,대지,1249,4,경상남도 김해시 외동 1249-4,4.82503E+11,경상남도 김해시 분성로,155,null,4.82501E+24,한국2차아파트,경상남도 김해시 분성로 155,621756,50957,,1,,128.8645186,35.23076816
MA010120220805503614,양산스팀맨,,S2,수리·개인,S203,자동차 수리·세차,S20302,자동차 세차장,S95213,자동차 세차업,48,경상남도,48330,양산시,48330515,양주동,4833010300,중부동,4.83301E+18,1,대지,670,14,경상남도 양산시 중부동 670-14,4.83305E+11,경상남도 양산시 양주1길,32,null,4.83301E+24,,경상남도 양산시 양주1길 32,626050,50620,,1,,129.0297753,35.34170549
MA010120220805505920,블랑,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,48,경상남도,48730,함안군,48730320,군북면,4873032029,군북면,4.87303E+18,1,대지,1017,1,경상남도 함안군 군북면 사도리 1017-1,4.87302E+11,경상남도 함안군 군북면 함마대로,372,null,4.87303E+24,태화휴게소,경상남도 함안군 군북면 함마대로 372,637821,52060,,null,,128.3126359,35.28298485
MA010120220805506381,윈터그린함안지점,,G2,소매,G213,오락용품 소매,G21304,운동용품 소매업,G47631,운동 및 경기용품 소매업,48,경상남도,48730,함안군,48730253,칠원읍,4873025327,칠원읍,4.87303E+18,1,대지,105,6,경상남도 함안군 칠원읍 용정리 105-6,4.87302E+11,경상남도 함안군 칠원읍 경남대로,1673,1,4.87304E+24,만평검사종합정비,경상남도 함안군 칠원읍 경남대로 1673-1,637923,52021,,null,,128.530621,35.28977897
MA010120220805505872,드림푸드,,I2,음식,I201,한식,I20101,백반/한정식,I56111,한식 일반 음식점업,48,경상남도,48125,창원시 마산합포구,48125630,오동동,4812512000,서성동,4.81251E+18,1,대지,84,7,경상남도 창원시 마산합포구 서성동 84-7,4.81252E+11,경상남도 창원시 마산합포구 315대로,258,null,4.81251E+24,사무소,경상남도 창원시 마산합포구 315대로 258,631860,51732,,1,,128.567714,35.20135289
MA010120220805505752,정성밥집,,I2,음식,I201,한식,I20101,백반/한정식,I56111,한식 일반 음식점업,48,경상남도,48250,김해시,48250340,한림면,4825034025,한림면,4.82503E+18,1,대지,782,1,경상남도 김해시 한림면 용덕리 782-1,4.82503E+11,경상남도 김해시 한림면 용덕로,224,null,4.82503E+24,,경상남도 김해시 한림면 용덕로 224,621872,50853,,1,,128.8304432,35.2967456
MA010120220805505753,씨유김해어방공단점,,G2,소매,G204,종합 소매,G20405,편의점,G47122,체인화 편의점,48,경상남도,48250,김해시,48250580,활천동,4825011800,어방동,4.82501E+18,1,대지,1069,1,경상남도 김해시 어방동 1069-1,4.82503E+11,경상남도 김해시 분성로,560,null,4.82501E+24,,경상남도 김해시 분성로 560,621916,50931,,null,,128.9071422,35.23556715
MA010120220805505812,떡보킹,,I2,음식,I210,기타 간이,I21007,김밥/만두/분식,I56194,김밥 및 기타 간이 음식점업,48,경상남도,48127,창원시 마산회원구,48127590,합성2동,4812710600,합성동,4.81271E+18,1,대지,162,5,경상남도 창원시 마산회원구 합성동 162-5,4.81275E+11,경상남도 창원시 마산회원구 합성남2길,28,null,4.81271E+24,여관,경상남도 창원시 마산회원구 합성남2길 28,630818,51357,,null,,128.5857827,35.24000082
MA010120220805506298,세븐마산호계리치점,,G2,소매,G204,종합 소매,G20405,편의점,G47122,체인화 편의점,48,경상남도,48127,창원시 마산회원구,48127250,내서읍,4812725023,내서읍,4.81273E+18,1,대지,177,7,경상남도 창원시 마산회원구 내서읍 호계리 177-7,4.81273E+11,경상남도 창원시 마산회원구 내서읍 호원로,311,null,4.81273E+24,호계리치프라자,경상남도 창원시 마산회원구 내서읍 호원로 311,630856,51214,,1,,128.5228515,35.26121093
MA010120220805505368,청솔오리,,I2,음식,I201,한식,I20107,돼지고기 구이/찜,I56113,한식 육류 요리 전문점,48,경상남도,48240,사천시,48240595,남양동,4824012700,죽림동,4.82401E+18,1,대지,935,14,경상남도 사천시 죽림동 935-14,4.82405E+11,경상남도 사천시 죽계길,84,22,4.82401E+24,,경상남도 사천시 죽계길 84-22,664110,52547,,null,,128.0703318,34.96314644
MA010120220805504996,코오롱스포츠고현점,,G2,소매,G209,섬유·의복·신발 소매,G20905,기타 의류 소매업,G47414,셔츠 및 블라우스 소매업,48,경상남도,48310,거제시,48310580,고현동,4831010900,고현동,4.83101E+18,1,대지,961,16,경상남도 거제시 고현동 961-16,4.83103E+11,경상남도 거제시 서문로,54,null,4.83101E+24,,경상남도 거제시 서문로 54,656935,53253,,2,,128.6219339,34.88910607
MA010120220805505181,계절의밥상,,I2,음식,I201,한식,I20101,백반/한정식,I56111,한식 일반 음식점업,48,경상남도,48720,의령군,48720360,정곡면,4872036021,정곡면,4.87204E+18,1,대지,447,3,경상남도 의령군 정곡면 중교리 447-3,4.87205E+11,경상남도 의령군 정곡면 호암길,4,null,4.87204E+24,,경상남도 의령군 정곡면 호암길 4,636922,52125,,null,,128.3243615,35.38105482
MA010120220805505237,로지인더스트리,,G2,소매,G209,섬유·의복·신발 소매,G20902,여성 의류 소매업,G47412,여자용 겉옷 소매업,48,경상남도,48330,양산시,48330253,물금읍,4833025323,물금읍,4.83303E+18,1,대지,1261,1,경상남도 양산시 물금읍 가촌리 1261-1,4.83305E+11,경상남도 양산시 물금읍 백호2길,9,null,4.83303E+24,,경상남도 양산시 물금읍 백호2길 9,626814,50613,,1,,128.9987932,35.31991788
MA010120220805505211,리더스부동산컨설팅사무소,,L1,부동산,L102,부동산 서비스,L10203,부동산 중개/대리업,L68221,부동산 중개 및 대리업,48,경상남도,48250,김해시,48250610,장유1동,4825012600,무계동,4.82501E+18,1,대지,392,6,경상남도 김해시 무계동 392-6,4.82503E+11,경상남도 김해시 장유로,282,null,4.82503E+24,,경상남도 김해시 장유로 282,621240,51000,,null,,128.8133272,35.20021375
MA010120220805505658,아리랑,,S2,수리·개인,S206,기타 가정용품 수리,S20601,의류/이불 수선업,S95391,의복 및 기타 가정용 직물제품 수리업,48,경상남도,48250,김해시,48250510,동상동,4825010100,동상동,4.82501E+18,1,대지,340,14,경상남도 김해시 동상동 340-14,4.82505E+11,경상남도 김해시 분성로365번길,28,29,4.82501E+24,,경상남도 김해시 분성로365번길 28-29,621020,50914,,null,,128.8860653,35.23714749
MA010120220805504843,더벤티진주,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,48,경상남도,48170,진주시,48170680,상평동,4817012100,상평동,4.81701E+18,1,대지,1069,null,경상남도 진주시 상평동 1069,4.81703E+11,경상남도 진주시 도동천로,48,null,4.81701E+24,진주센트럴자이,경상남도 진주시 도동천로 48,660340,52806,,null,,128.1046178,35.17812829
MA010120220805505617,형제오리농장,,I2,음식,I201,한식,I20110,닭/오리고기 구이/찜,I56113,한식 육류 요리 전문점,48,경상남도,48250,김해시,48250620,장유2동,4825012800,삼문동,4.82501E+18,1,대지,87,4,경상남도 김해시 삼문동 87-4,4.82505E+11,경상남도 김해시 번화1로123번길,3,14,4.82501E+24,,경상남도 김해시 번화1로123번길 3-14,621290,50986,,null,,128.7975295,35.19737122
MA010120220805508739,주촌,,I2,음식,I211,주점,I21104,요리 주점,I56219,기타 주점업,48,경상남도,48820,고성군,48820250,고성읍,4882025024,고성읍,4.88203E+18,1,대지,334,3,경상남도 고성군 고성읍 동외리 334-3,4.88203E+11,경상남도 고성군 고성읍 성내로,158,null,4.88203E+24,,경상남도 고성군 고성읍 성내로 158,638803,52944,,null,,128.3253615,34.97282747
MA010120220805507860,설화,,I2,음식,I211,주점,I21101,일반 유흥 주점,I56211,일반 유흥 주점업,48,경상남도,48840,남해군,48840250,남해읍,4884025022,남해읍,4.88403E+18,1,대지,164,null,경상남도 남해군 남해읍 서변리 164,4.88403E+11,경상남도 남해군 남해읍 화전로,52,1,4.88403E+24,퍼블릭모텔,경상남도 남해군 남해읍 화전로 52-1,668802,52424,,null,,127.894838,34.83590403
MA010120220805508010,창선공인중개사사무소,,L1,부동산,L102,부동산 서비스,L10203,부동산 중개/대리업,L68221,부동산 중개 및 대리업,48,경상남도,48330,양산시,48330510,중앙동,4833010400,북부동,4.83301E+18,1,대지,229,2,경상남도 양산시 북부동 229-2,4.83305E+11,경상남도 양산시 북안북7길,32,null,4.83301E+24,양산낚시프라자,경상남도 양산시 북안북7길 32,626800,50617,,1,,129.0421867,35.34962129
MA010120220805508124,썸코인동전노래연습장,,R1,예술·스포츠,R104,유원지·오락,R10407,노래방,R91223,노래 연습장 운영업,48,경상남도,48170,진주시,48170740,가호동,4817013200,호탄동,4.81701E+18,1,대지,984,null,경상남도 진주시 호탄동 984,4.81705E+11,경상남도 진주시 강변길,8,null,4.81701E+24,,경상남도 진주시 강변길 8,660310,52817,,null,,128.1110551,35.16450177
